page_title	selected	notes
Previle_(former_municipality)	Kotor_Varoš-naselja.PNG	image was found in the same article for the following wikis: shwiki,frwiki
Mordellistena_occidentalis	Mordellistena.larva.w.jpg	image was found in the same article for the following wikis: viwiki
Epitolina_melissa	Cordelia inGSK.jpg	image was in the Wikidata item
Carol_Parc_Hotel	B_PalatulSuter_HotelCarolPark.jpg	image was found in the same article for the following wikis: rowiki
Laser_tracker	Laser-de-poursuite-FARO-laser-tracker-vantage2.jpg	image was in the Wikidata item
Mogami_clan	Futatsuhikiryo.svg	image was in the Wikidata item
Serviceplan	Plannet_muc_close.JPG	image was found in the same article for the following wikis: dewiki
Pačarađa	Пачарађа - Pačarađa.JPG	image was in the Wikidata item
Chinese_Man	Groupe Chinese Man.jpg	image was in the Wikidata item
List_of_columns_and_towers_in_Istanbul	Coluna_de_Constantino_01-2.jpg	image was found in the same article for the following wikis: elwiki
Mussolini_diaries	London_White_Tower_Mussolini.jpg	image was found in the same article for the following wikis: itwiki
Yaşar_Doğu	Яшар_Догу.jpg	image was found in the same article for the following wikis: sahwiki,ruwiki
Grady_Gaines	Grady_Gaines.jpg	image was found in the same article for the following wikis: arwiki
2009_Moorilla_Hobart_International_–_Doubles	Gisela_Dulko.jpg	image was found in the same article for the following wikis: srwiki
Arturo_Kenny	Equipo argentino polo MO 1924.jpg	image was in the Wikidata item
Nikolay_Boshnakov	Bosh02 copy.jpg	image was in the Wikidata item
Balam_(demon)	Balan_(Demon).png	image was found in the same article for the following wikis: jawiki
Germany_in_the_Eurovision_Song_Contest_2002	Sparkassen_Arena_Kiel_Suedansicht.JPG	image was found in the same article for the following wikis: dewiki
1812_in_science	SciencePersonificationBoston.jpg	image was found in the same article for the following wikis: svwiki
Katharina_von_Oheimb	Rudolf Großmann - Frau Katharina von Kardorff-Oheimb, 1929.jpg	image was in the Wikidata item
Ding_Xuedong	Ding_Xuedong.jpg	image was found in the same article for the following wikis: zhwiki
Hinduism_in_Iran	Mabad-Hendooha.jpg	image was found in the same article for the following wikis: fawiki
Lebrecht_Blücher_Dreves	Leberecht Dreves 1.jpg	image was in the Wikidata item
Cesarina_Ricci_de_Tingoli	Cesarina_Ricci_de_Tingoli_partitura_4.jpg	image was found in the Commons category linked in the Wikidata item
1995_European_Mountain_Running_Trophy	Mont_Aigoual.jpg	image was found in the same article for the following wikis: ruwiki
Łupstych,_Olsztyn_County	Łupstych and Lake Ukiel, airview.jpg	image was in the Wikidata item
Bouarfa_Airport	مطار بوعرفة.jpg	image was in the Wikidata item
Portugal_in_the_Eurovision_Song_Contest_2018	ESC2018_-_Portugal_01.jpg	image was found in the Commons category linked in the Wikidata item
490	Czapek60.jpg	image was found in the same article for the following wikis: iowiki,svwiki,bgwiki
Mawthorpe	Footpath_to_Orby_-_geograph.org.uk_-_620276.jpg	image was found in the Commons category linked in the Wikidata item
Forsyth–Edwards_Notation	ChessSet.jpg	image was found in the same article for the following wikis: ptwiki
Harpejji	Harpejji (musical instrument).jpg	image was in the Wikidata item
Agnes_of_Bavaria_(nun)	Prinzessin Agnes von Bayern.jpg	image was in the Wikidata item
Logical_framework_approach	Marco_lógico.jpg	image was found in the Commons category linked in the Wikidata item
Anthony_Powell_(designer)	D23_Expo_2011_-_101_Dalmations_movie_Cruella_De_Vil_costume_(6075270321).jpg	image was found in the same article for the following wikis: ruwiki
Hae_Mo-su_of_Buyeo	Gyeongbokgung_Palace.png	image was found in the same article for the following wikis: fawiki
Freezland_Rock	Bristol_Island_ASTER.jpg	image was found in the same article for the following wikis: dewiki
Birkenhead_River	Príjemný indiánsky kemp na brehu rieky - panoramio.jpg	image was in the Wikidata item
403_BC	Streitende-Reiche2.jpg	image was found in the same article for the following wikis: shwiki,frwiki
Kalafalıq	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: kawiki,azwiki
Pseudemoia	Glossy Grass Skink (Pseudemoia rawlinsoni) 2.jpg	image was in the Wikidata item
Helge_Hagerman	Helge_Hagerman_1937.jpg	image was found in the same article for the following wikis: svwiki
William_of_Montferrat,_Count_of_Jaffa_and_Ascalon	NebiSamuel2.jpg	image was found in the same article for the following wikis: ptwiki
Euro_Players_Tour_Championship_2010/2011_–_Event_1	Neil_Robertson_PHC_2010.jpg	image was found in the Commons category linked in the Wikidata item
Samir_Bağırov	Samir bagirov.jpg	image was in the Wikidata item
Lewis_J._Rachmil	William Holden-Martha Scott in Our Town.jpg	image was in the Wikidata item
Lixa	Lixa - Portugal (241825939).jpg	image was in the Wikidata item
On_Denoting	Bertrand_Russell_transparent_bg.png	image was found in the same article for the following wikis: fawiki
ISSF_25_meter_pistol	Elizabeth_Callahan,_women's_25-meter_sport_pistol_shooting.jpg	image was found in the same article for the following wikis: cswiki
Albertus_Wielsma	Amstel's_Oude_Vier_(1907).jpg	image was found in the Commons category linked in the Wikidata item
Hans_Schlange-Schöningen	KAS-Schlange-Schöningen,_Hans-Bild-2079-1.jpg	image was found in the Commons category linked in the Wikidata item
Abu_al-Hasan_Ali_ibn_Muhammad_al-Samarri	Allah1.png	image was found in the same article for the following wikis: arwiki
Division_Series	1994_World_Series_-_Montreal_Expos_(31920829390).jpg	image was found in the Commons category linked in the Wikidata item
Gambettola	Gambettola 001.jpg	image was in the Wikidata item
Villanuova_sul_Clisi	Bondone(Prandaglio).JPG	image was in the Wikidata item
Perrigny-sur-Armançon	Population_-_Municipality_code_89296.svg	image was found in the Commons category linked in the Wikidata item
Monte_Ibérico-Corredor_de_Almansa	Montes_junto_a_Bonete_(Albacete).JPG	image was found in the Commons category linked in the Wikidata item
Go_to_Blazes_(1962_film)	I_cinque_ladri_d'oro.jpg	image was found in the same article for the following wikis: itwiki
FC_Lokomotiv_Moscow_in_European_football	Loko_skndrb_7.jpg	image was found in the same article for the following wikis: hewiki
United_Nations_Security_Council_Resolution_1858	Un-burundi.png	image was found in the same article for the following wikis: cawiki
Babbs_Green	The_Crooked_Chimneys_Cottage_-_geograph.org.uk_-_283186.jpg	image was found in the Commons category linked in the Wikidata item
May_11	The_Big_Apple.jpg	image was found in the Commons category linked in the Wikidata item
Stanisław_Krasiński_(1585–1649)	Stanisław Krasiński (1585-1649)..jpg	image was in the Wikidata item
Harold_Abbott_(rugby_union)	Original_allblacks.jpg	image was found in the same article for the following wikis: plwiki
Rite_of_Braga	StPetersBasilicaEarlyMorning.jpg	image was found in the same article for the following wikis: swwiki
Reinhard_Kolldehoff	Grab_Reinhard_Kolldehoff,_Friedhof_Wilmersdorf.jpg	image was found in the same article for the following wikis: nlwiki
1971_Bingöl_earthquake	Reliefkarte_Türkei.png	image was found in the same article for the following wikis: kuwiki
Ladinhac	Chateau Cances .jpg	image was in the Wikidata item
2006_Russian_Super_Cup	600px_blu_e_rosso_con_stella.png	image was found in the same article for the following wikis: ukwiki
Guanare_River	RÍO_GUANARE.JPG	image was found in the Commons category linked in the Wikidata item
Benson_(surname)	Hillside_Cemetery_(10428060014).jpg	image was found in the Commons category linked in the Wikidata item
Vexillum_balteolatum	Naturalis Biodiversity Center - ZMA.MOLL.94349.1 - Vexillum balteolatum (Reeve, 1844) - Costellariidae - Mollusc shell.jpeg	image was in the Wikidata item
2017_in_radio	Chris_Stigall_interviews_Mike_Pence.jpg	image was found in the Commons category linked in the Wikidata item
Intermittent_claudication	Leg2.jpg	image was found in the same article for the following wikis: arwiki
Bernardus_Croon	Bernardus Hermanus Croon.jpeg	image was in the Wikidata item
Witold_Lipski	Witold Lipski autoportret.png	image was in the Wikidata item
Ndogo_Lagoon	Satom.jpg	image was in the Wikidata item
Coxhoe	UK Coxhoe.jpg	image was in the Wikidata item
Agglomeration_community_of_Hauts_de_Bièvre	Bâtiment_de_la_Communauté_d'agglomérations.jpg	image was found in the same article for the following wikis: frwiki,dewiki
Kłopoty-Bańki	Kłopoty bańki2.jpg	image was in the Wikidata item
ICarly_(season_4)	ICarly mains.jpg	image was in the Wikidata item
Stanisław_Świerk	Stanisław_Świerk_DD_nr_0.jpg	image was found in the same article for the following wikis: plwiki
Piper_marginatum	Piper_marginatum,_the_Marigold_Pepper_(9768486202).jpg	image was found in the same article for the following wikis: svwiki
Rubus_aboriginum	Trilliumgrand.jpg	image was found in the same article for the following wikis: specieswiki
6th_Legions'_Infantry_Regiment	Odznaka 6pp.jpg	image was in the Wikidata item
Houlbec-près-le-Gros-Theil	Chateau du Houlbec.jpg	image was in the Wikidata item
Kuntsevo_Dacha	Datcha_1.jpg	image was found in the same article for the following wikis: ruwiki,frwiki,hewiki
1924_in_music	Mandy_(louis_armstrong).tiff	image was found in the Commons category linked in the Wikidata item
Bule_Hora	Kid_with_a_funky_bike_in_Ethiopia.jpg	image was found in the same article for the following wikis: omwiki
Gogugyang_of_Goguryeo	Goguryeo-monarchs(15-20).PNG	image was found in the same article for the following wikis: zh_min_nanwiki,zhwiki,jawiki
2008_in_the_United_Arab_Emirates	Fujairah_-_panoramio_-_log-011_(1).jpg	image was found in the Commons category linked in the Wikidata item
Vivaldi's_introduzioni	Vivaldi.jpg	image was found in the same article for the following wikis: cswiki
Ghormach_District	Afghanistan_Badghis_Ghormach_district_location.PNG	image was found in the same article for the following wikis: uzwiki,fawiki
Camp-Perrin	Camp-Perrin artisanat.JPG	image was in the Wikidata item
Las_Aldehuelas	Valloria nevado.jpg	image was in the Wikidata item
Kolychevo	Que rien ni personne ne sache - panoramio.jpg	image was in the Wikidata item
Preferred_number	Preferred_values_03_Pengo.svg	image was found in the Commons category linked in the Wikidata item
Apidium	Arrow_for_fossil_range_17x9.png	image was found in the same article for the following wikis: hewiki
Jenny_Lake_Lodge	GrandTetonNP JennyLakeLodge1.jpg	image was in the Wikidata item
Elaphidiini	Atesta tripartita.jpg	image was in the Wikidata item
Massachusetts_wine	Map of USA MA.svg	image was in the Wikidata item
Marie-Michèle_Desrosiers	Spectacle Marie-Michèle Desrosiers dans l'Entrepôt.jpg	image was in the Wikidata item
Rymill_Coast	Antpen-en.png	image was found in the same article for the following wikis: frwiki,dewiki
Hello_London	Sonja_Henie_-_L0020_340bFo30141605020043.jpg	image was found in the same article for the following wikis: nowiki
Happy_ending	Happy Ending.JPEG	image was in the Wikidata item
Sultans_Trail	0181-0183a_-_Wien_-_Stephansdom.jpg	image was found in the same article for the following wikis: lvwiki
Lusong_District	201712 Zhuzhou Skyline.jpg	image was in the Wikidata item
Giant_branch	Colour-Magnitude_Diagram.jpg	image was found in the same article for the following wikis: nlwiki
1952_UCI_Track_Cycling_World_Championships	Piet van Heusden (1954).jpg	image was in the Wikidata item
François_Merry_Delabost	Showerhead.JPG	image was found in the same article for the following wikis: itwiki
Latin_Catholic_Archdiocese_of_Nicosia	Nicosia_01-2017_img20_View_from_Shacolas_Tower.jpg	image was found in the same article for the following wikis: itwiki,ruwiki,frwiki
Deaths_in_February_2018	Dennis_Edwards_with_the_Temptations_in_1968.jpg	image was found in the same article for the following wikis: nlwiki
Brody,_Radom_County	Brody - fotopolska.eu (286597).jpg	image was in the Wikidata item
2014_Australian_Open_–_Women's_Doubles	2014_Australian_Open_-_Svetlana_Kuznetsova_and_Samantha_Stosur.jpg	image was found in the same article for the following wikis: cswiki
Ritva_Vepsä	Ritva-Vepsa-1960.jpg	image was in the Wikidata item
Prudente_de_Moraes_Neto	Prudente de Morais Neto em depoimento no MIS-RJ (1974).tif	image was in the Wikidata item
Roman_Catholic_Diocese_of_Sakania–Kipushi	StPetersBasilicaEarlyMorning.jpg	image was found in the same article for the following wikis: swwiki
Gulf_of_Morrosquillo	Sucre_Topographic_2.png	image was found in the same article for the following wikis: frwiki
Revolutionary_Socialist_Party_(Sweden)	Riksdagsval_Sverige_1982_-_v.svg	image was found in the Commons category linked in the Wikidata item
Motyon	Vasallaggi.jpg	image was found in the same article for the following wikis: jawiki
Miklós_Kocsár	A_Magyar_Rádiós_stúdiója,_Nyílik_a_rózsa_című_műsor._Vörös_Sári_nótaénekes,_Kalmár_Magda_operaénekes,_Kocsár_Miklós_zeneszerző,_a_Népzenei_rovat_vezetője,_Gencsy_Sári_operaénekes_és_Boros_Lajos_Fortepan_56290.jpg	image was found in the Commons category linked in the Wikidata item
2005_Philadelphia_Eagles_season	Linc12052005.jpg	image was found in the Commons category linked in the Wikidata item
Gymnodiptychus_dybowskii	Stamp of Kyrgyzstan 046.jpg	image was in the Wikidata item
Monteiro's_storm_petrel	Cria_painho-de-monteiro.jpg	image was found in the Commons category linked in the Wikidata item
Petr_Čepek	Čepek_Petr_(2).jpg	image was found in the same article for the following wikis: dewiki,cswiki
Liturgy_of_Saint_John_Chrysostom	LiturgieDamaskinos.jpg	image was found in the same article for the following wikis: ukwiki,ruwiki,dewiki
1978_Scottish_League_Cup_Final	Hampden_Park.jpg	image was found in the same article for the following wikis: ruwiki
Gonyostomus	Naturalis Biodiversity Center - ZMA.MOLL.388761 - Gonyostomus goniostomus (Férussac, 1821) - Strophocheilidae - Mollusc shell.jpeg	image was in the Wikidata item
Hay_que_casar_a_Paulina	Hay_que_casar_a_Paulina.jpg	image was found in the same article for the following wikis: eswiki
Peter_J._Carroll	Fire_dancing_in_the_water_20060623_TVR.jpg	image was found in the same article for the following wikis: enwikiquote
Cerapoda_(moth)	Breviceratops_head_reconstruction.jpg	image was found in the same article for the following wikis: viwiki
Karl_Prusik	Prusik.jpg	image was found in the same article for the following wikis: nowiki
René_Arthaud	René_Arthaud_en_1946.png	image was found in the same article for the following wikis: frwiki
Athletics_at_the_2019_Pan_American_Games_–_Men's_shot_put	Darlan_Romani_Rio_2016.jpg	image was found in the same article for the following wikis: dewiki
Niepos_District	Plaza_de_Armas_terminada.jpg	image was found in the same article for the following wikis: quwiki
L._B._Nagar	L B Nagar.JPG	image was in the Wikidata item
Koerakuiv	Reliefkarte_Estland.png	image was found in the same article for the following wikis: dewiki
Singaporean_literature	National_Library_2,_Singapore,_Dec_05.JPG	image was found in the same article for the following wikis: frwiki
C._Cameron_Macauley	Robie_with_Flannery_1947.jpg	image was found in the Commons category linked in the Wikidata item
2014–15_Segunda_División	Leganés-Hospitalet_2013-14.jpg	image was found in the same article for the following wikis: eswiki
Teranodes	Missing_Arachnida.png	image was found in the same article for the following wikis: itwiki
Küstenwache_(TV_series)	Küstenwache_Wappen.jpg	image was found in the same article for the following wikis: dewiki
Grand_River_(Oklahoma)	USACE_Fort_Gibson_Lake_and_Dam.jpg	image was found in the same article for the following wikis: nlwiki
1534_in_science	Schöner_-_Algorithmus_demonstratus,_1534_-_144343.jpg	image was found in the Commons category linked in the Wikidata item
Teluknaga	Museum_template.gif	image was found in the same article for the following wikis: map_bmswiki
1801_in_sports	Discobolus_Lancelotti_Massimo.jpg	image was found in the same article for the following wikis: svwiki
Figure_skating_at_the_2012_Winter_Youth_Olympics_–_Girls'_singles	12-01-20-yog-464.jpg	image was in the Wikidata item
Guy_of_Enghien	Armes_de_la_Maison_d'Enghien.png	image was found in the same article for the following wikis: elwiki
Mesnil-sous-Vienne	Eglise_-_Ensemble_nord-ouest_-_Mesnil-sous-Vienne_-_Médiathèque_de_l'architecture_et_du_patrimoine_-_APMH00031998.jpg	image was found in the Commons category linked in the Wikidata item
Robert_Kuwałek	Kuwałek_Robert_tablica.jpg	image was found in the same article for the following wikis: frwiki
Heniarth_railway_station	Heniarth_Halt_-_geograph.org.uk_-_1333573.jpg	image was found in the Commons category linked in the Wikidata item
Claudia_Riegler_(skier)	Claudia_Riegler_-_Team_Austria_Winter_Olympics_2014_(cropped).jpg	image was found in the same article for the following wikis: fiwiki
Wordie_Bay	Antpen-en.png	image was found in the same article for the following wikis: dewiki
Sad_Lovers_&_Giants	Sad_lovers_salerno.jpg	image was found in the same article for the following wikis: eswiki,frwiki,ptwiki,itwiki,ruwiki
Dmytro_Mikhay	Дмитро Міхай.jpg	image was in the Wikidata item
Warsaw_Documentary_Film_Studio	Wytwórnia Filmów Dokumentalnych i Fabularnych 2017.jpg	image was in the Wikidata item
Kakwa_River	Peace_River_Watershed.png	image was found in the same article for the following wikis: itwiki
2012_US_Open_–_Women's_Singles	Sara_errani_babolat_2012_us_open.jpg	image was found in the same article for the following wikis: cswiki
Beaumont-lès-Tours	Caserne Beaumont Tours 3.jpg	image was in the Wikidata item
Demetrio_(Mayr)	Johann_Simon_Mayr_-_Demetrio_-_titlepage_of_the_libretto_-_Turin_1824.png	image was found in the same article for the following wikis: dewiki
Aichmophobia	Linshaenderwerkzeugar.jpg	image was found in the same article for the following wikis: cswiki
Federal_Reporter	Federal_Reporter,_1st_Series,_Volume_1,_first_page.jpg	image was found in the same article for the following wikis: nlwiki
Marco_Pitruzzella	Six Feet Under at Hatefest (Martin Rulsch) 01.jpg	image was in the Wikidata item
Antonio_Mejía_Haro	Antoniomejiaharo.jpg	image was found in the same article for the following wikis: eswiki
Wilhelm_Ringelband	Gedenkplakette_am_Ringelbandhaus.jpg	image was found in the same article for the following wikis: dewiki
NGC_6005	300x60_siyah_galaksi.jpg	image was found in the same article for the following wikis: trwiki
Darğalar	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: azwiki,kawiki
Paulette_Coquatrix	Père-Lachaise_-_Division_96_-_Coquatrix_01.jpg	image was found in the same article for the following wikis: frwiki
San_Rafael_District,_Montes_de_Oca	Parque_del_Este.jpg	image was found in the same article for the following wikis: nowiki,eswiki
Goniothalamus_cheliensis	Gardenology.org-IMG_7129_qsbg11mar.jpg	image was found in the Commons category linked in the Wikidata item
Arivechi	Tempo de santa rosalia, arivechi.jpg	image was in the Wikidata item
Sphincter_ani	Gray1079.png	image was found in the same article for the following wikis: plwiki
Ebone,_Cameroon	MontNlonako.jpg	image was found in the same article for the following wikis: frwiki
1746_in_music	JSBach.jpg	image was found in the same article for the following wikis: dewiki
Principal_passes_of_the_Alps	2004-09-01_Etappe2_Furka_26.JPG	image was found in the same article for the following wikis: dewikivoyage
Jakup_Kardović	Jakup_Kardoviq,_me_familje.jpg	image was found in the same article for the following wikis: sqwiki
241	Czapek60.jpg	image was found in the same article for the following wikis: svwiki,bgwiki,iowiki
Countess_Maria_Draskovich_of_Trakostjan	Grb_obitelji_Drašković_Trakošćan.jpg	image was found in the same article for the following wikis: elwiki
Mr._and_Mrs._Juan_Lamaglia	Juan Lamaglia y Sra - 1970.jpg	image was in the Wikidata item
Nelazskoye	Нелазское_-_Церковь_Успения_Пресвятой_Богородицы.jpg	image was found in the same article for the following wikis: ruwiki
Hovet,_Aust-Agder	Norske_landsdeler_H.png	image was found in the same article for the following wikis: mswiki,cebwiki
Bălțata,_Criuleni	Вид_на_село_Балцата_(от_окрестностей_Максимовки)_-_panoramio.jpg	image was found in the Commons category linked in the Wikidata item
The_Brotherhood_of_Eternal_Love	Southern_California.png	image was found in the same article for the following wikis: dewiki
Caroline_Winterer	Caroline-Winterer-historian-in-2017.jpg	image was in the Wikidata item
Julsundet	Eidskrem_byggefelt.jpg	image was found in the same article for the following wikis: nowiki
John_Tilbury	John Tilbury Michael Francis Duch.jpg	image was in the Wikidata item
Jiexi_County	Jiexi,_Jieyang,_Guangdong,_China_-_panoramio_(4).jpg	image was found in the Commons category linked in the Wikidata item
Family_tree_of_Confucius_in_the_main_line_of_descent	孔子世家嫡流系図.jpg	image was found in the same article for the following wikis: jawiki
Adán_Godoy	Selección Chilena de Fútbol 1966.jpg	image was in the Wikidata item
Kunigunde_of_Eisenberg	Wappen_Eisenberg_(Thüringen).png	image was found in the same article for the following wikis: elwiki
Tubikənd	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: kawiki,azwiki
Lēdurga_Parish	Lēdurgas_laukakmens_2000-10-07.jpg	image was found in the Commons category linked in the Wikidata item
Une_famille_formidable	UNEFAMILLEFORMIDABLELOGOTF1.jpg	image was found in the same article for the following wikis: frwiki
Sarah_Blake_(novelist)	Sarah Blake 5183182.jpg	image was in the Wikidata item
Jagdstaffel_73	PfalzDr.jpg	image was found in the same article for the following wikis: plwiki
Cazalla	Localización de Lorca.svg	image was in the Wikidata item
Gigolo	Erikrhodesandescorts.jpg	image was found in the same article for the following wikis: nlwiki
1947_in_New_Zealand	7308_The_visit_of_ex_Governor-General,_Lord_Bledisloe_to_Canterbury_Agricultural_College.jpg	image was found in the Commons category linked in the Wikidata item
Engente	Eglise_-_Engente_-_Médiathèque_de_l'architecture_et_du_patrimoine_-_APMH00008700.jpg	image was found in the Commons category linked in the Wikidata item
1986_Paris–Roubaix	Pavé_Sean_Kelly.jpg	image was found in the same article for the following wikis: dewiki
Rovshan_Mustafayev	Rovsen Mustafayev1.jpg	image was in the Wikidata item
Jingpho_language	Kachin.JPG	image was found in the same article for the following wikis: jawiki
Ryuto_Yasuoka	Ryuto_Yasuoka.jpg	image was found in the same article for the following wikis: zhwiki
Harlingen	Nordholland_Harlingen_2004_003a.jpg	image was found in the same article for the following wikis: hakwiki
Oleksiy_Bessarabov	FreeShtyblikovFreeBessarabovFreeDudka.jpg	image was found in the same article for the following wikis: ukwiki
Shivganga_falls	53Ootacamund_Pykara_Waterfalls.jpg	image was found in the same article for the following wikis: sawiki
Ruffino	Ruffino_Aziano_Chianti_Classico_2008.jpg	image was found in the same article for the following wikis: ukwiki
2016–17_Andebol_1	Andebol-1-logo.jpg	image was found in the same article for the following wikis: ptwiki
Neuilly-sur-Eure	Église de Neuilly-sur-Eure.JPG	image was in the Wikidata item
Dénes_Kemény	Olimpiai-_Világ-_és_európa-bajnokok_emléktábla,_ÁTE_2016_Erzsébetváros.jpg	image was found in the Commons category linked in the Wikidata item
Szumowo,_Zambrów_County	Szumowo-gmina_Szumowo-mapa.jpg	image was found in the Commons category linked in the Wikidata item
Saint-Laurent-des-Autels	W1420-StLaurentDAutels Martyrs 10965.jpg	image was in the Wikidata item
Simon_Gysbers	Simon Gysbers (9522163773).jpg	image was in the Wikidata item
Kašina	Crkva_HR.21.jpg	image was found in the Commons category linked in the Wikidata item
University_of_San_Simón	Marca_Vertical_Universidad_Mayor_de_San_Simón_Cochabamba_Bolivia.png	image was found in the same article for the following wikis: eswiki
Pinra_District	Location_of_the_province_Huacaybamba_in_Huánuco.png	image was found in the same article for the following wikis: aywiki,quwiki
List_of_ancient_Greek_cities	Griechischen_und_phönizischen_Kolonien.jpg	image was found in the same article for the following wikis: cawiki,itwiki
Académie_Suisse	Charles_Suisse_MET_DT1962.jpg	image was found in the same article for the following wikis: ruwiki,frwiki
Primitivo_Lázaro	Placa_Primitivo_Lazaro.jpg	image was found in the same article for the following wikis: eswiki
NGC_4463	NGC_4463_2MASS.jpg	image was found in the same article for the following wikis: dewiki
Conon_of_Naso	San Cono Abate.jpg	image was in the Wikidata item
Baélls	El poble de la Baélls (cropped).jpeg	image was in the Wikidata item
List_of_English_writers	Henry_Festing_Jones_Clausen.jpg	image was found in the Commons category linked in the Wikidata item
On_the_Sublime	Démosthène s'exerçant à la parole (1870) by Jean-Jules-Antoine Lecomte du Nouÿ.jpg	image was in the Wikidata item
Coleophora_adspersella	Coleophora adspersella, Deeside, North Wales, Sept 2011 (19474489381).jpg	image was in the Wikidata item
Vicuña_Mackenna_Avenue	Avenida Vicuña Mackenna.jpg	image was in the Wikidata item
Aliscans	Aliscans.png	image was found in the same article for the following wikis: frwiki,nlwiki
Agareb	Agareb, aerial view.jpg	image was in the Wikidata item
Guadassuar	Iglessia guadassuar2.jpg	image was in the Wikidata item
Psycholinguistics	Bloques-rah.png	image was found in the Commons category linked in the Wikidata item
Pure_Noise_Records	First_Blood_With_Full_Force_2018_04.jpg	image was found in the same article for the following wikis: cawiki
Rufford,_Nottinghamshire	Track_near_the_A614_-_geograph.org.uk_-_894701.jpg	image was found in the Commons category linked in the Wikidata item
Biathlon_World_Championships_2017_–_Men's_sprint	Benedikt_Doll_2016_crop.jpg	image was found in the same article for the following wikis: bswiki
Jean-Thomas_Thibault	Institut_Royal_de_France._Thibault_(Jean-Thomas)_LCCN2003680598.tif	image was found in the Commons category linked in the Wikidata item
Saddle_Peak_National_Park	Nth Andaman locale.png	image was in the Wikidata item
Paul_Groves_(tenor)	Lohengrin 9371a-Michelides.jpg	image was in the Wikidata item
Laar,_Cranendonck	P10-NB-positiekaart2-gemlabels.png	image was found in the same article for the following wikis: nlwiki
St._Catherine_University_(Japan)	St._Catherine_University_in_2010-9-7_No,2.JPG	image was found in the Commons category linked in the Wikidata item
1929–30_Scottish_Cup	Scottish_cup.jpg	image was found in the same article for the following wikis: dewiki
Johns_Hopkins_Ridge	C78192s1 Ant.Map Mount Discovery.jpg	image was in the Wikidata item
2013_Hawija_clashes	Iraq_Sunni_Protests_2013.png	image was found in the same article for the following wikis: eswiki
Red_pill_and_blue_pill	Red and blue pill.jpg	image was in the Wikidata item
Herbert_Bednorz	Herbert Bednorz.jpg	image was in the Wikidata item
1997_Albanian_parliamentary_election	Fatos_Nano_2003.jpg	image was found in the same article for the following wikis: itwiki
Zhentou,_Liuyang	Divisions_of_Liuyang-Hunan.gif	image was found in the same article for the following wikis: zhwiki
Di_Yi	Si_Si_Bi_Qi_you_inscription.jpg	image was found in the same article for the following wikis: zhwiki,zh_yuewiki
Azay-sur-Thouet	Azay-sur-Thouet Eglise Saint-Hilaire.jpg	image was in the Wikidata item
Gaius_Julius_Solinus	Solinus,_Collectanea,_Monte_Cassino.jpg	image was found in the same article for the following wikis: dewiki
Lud	Seal_of_bishop_bero_of_finland.gif	image was found in the same article for the following wikis: arwiki
Danica_(given_name)	SimcicDanica.JPG	image was found in the same article for the following wikis: slwiki
Ahitophel	Absalom, Achitofel and Chusai А.П. 01.jpg	image was in the Wikidata item
Pete_Lovett	Rover_Vitesse_TWR.jpg	image was found in the same article for the following wikis: dewiki
AD_136	Czapek60.jpg	image was found in the same article for the following wikis: svwiki,bgwiki,iowiki
Walton,_Leicestershire	Lane_to_Hill_Top_Lodge_-_geograph.org.uk_-_172849.jpg	image was found in the Commons category linked in the Wikidata item
Bergsdalen	Bergsdalen kyrkje.jpg	image was in the Wikidata item
General_Pinto	General pinto.jpg	image was in the Wikidata item
Hud_(surah)	Quran_-_year_1874_-_Page_51.jpg	image was found in the Commons category linked in the Wikidata item
1981_Dutch_TT	RicardoTormo_casco.jpg	image was found in the same article for the following wikis: nlwiki
2011_Campeonato_Brasileiro_Série_C	Arena_da_floresta.jpg	image was found in the same article for the following wikis: eswiki
Jan-Just_Bos	Herman Rouwé, Erik Hartsuiker, Jan-Just Bos 1964.jpg	image was in the Wikidata item
Deaths_in_July_2008	Dercy-goncalves.jpg	image was found in the same article for the following wikis: ptwiki
Calucinga	Angola_Provinces_numbered_300px.png	image was found in the same article for the following wikis: mswiki
ISO_3166-2:GI	LocationGibraltar.png	image was found in the same article for the following wikis: ruwiki
2009_French_Open_–_Women's_Singles	Kuznetsova_Australian_Open_2006.jpg	image was found in the same article for the following wikis: nlwiki
1958–59_Czechoslovak_First_League	Czechtitle.png	image was found in the same article for the following wikis: cswiki
Lycodon_mackinnoni	Karakoram-West_Tibetan_Plateau_alpine_steppe.jpg	image was found in the same article for the following wikis: viwiki,eswiki
Battle_of_Polonka	Stefan Czarniecki during Polish-Russian War.png	image was in the Wikidata item
Santos_Urdinarán	Uruguay1924_olympic.jpg	image was found in the Commons category linked in the Wikidata item
Penzhina	Penzhina.png	image was found in the same article for the following wikis: kkwiki,dewiki,bewiki,nlwiki,azwiki,huwiki,frwiki
Test_of_Proficiency_in_Korean	Test_of_Proficiency_in_Korean.png	image was found in the same article for the following wikis: viwiki
Terebra_tricolor	Naturalis Biodiversity Center - RMNH.MOL.226737 - Terebra tricolor Sowerby, 1825 - Terebridae - Mollusc shell.jpeg	image was in the Wikidata item
Giovanni	Andrea_del_Castagno_Giovanni_Boccaccio_c_1450.jpg	image was found in the same article for the following wikis: brwiki
